Geneid	Length
LOC_Os02g26500	3204
LOC_Os02g26510	1740
LOC_Os02g26520	438
LOC_Os02g26530	447
LOC_Os02g26540	237
LOC_Os02g26550	4416
LOC_Os02g26560	3056
LOC_Os02g26570	1119
LOC_Os02g26580	357
LOC_Os02g26590	249
LOC_Os02g26600	3141
LOC_Os02g26614	2997
LOC_Os02g26630	2679
LOC_Os02g26640	414
LOC_Os02g26650	2076
LOC_Os02g26660	1471
LOC_Os02g26670	1411
LOC_Os02g26680	333
LOC_Os02g26690	2508
LOC_Os02g26700	2539
LOC_Os02g26710	393
LOC_Os02g26720	1550
LOC_Os02g26730	156
LOC_Os02g26740	2061
LOC_Os02g26750	1188
LOC_Os02g26760	777
LOC_Os02g26770	1914
LOC_Os02g26780	1680
LOC_Os02g26790	798
LOC_Os02g26794	668
LOC_Os02g26800	2511
LOC_Os02g26810	1993
LOC_Os02g26814	1032
LOC_Os02g26820	429
LOC_Os02g26830	573
LOC_Os02g26840	1041
LOC_Os02g26850	1407
LOC_Os02g26860	1914
LOC_Os02g26870	1173
LOC_Os02g26880	1509
LOC_Os02g26890	1521
LOC_Os02g26900	246
LOC_Os02g26910	597
LOC_Os02g26920	5619
LOC_Os02g26930	2118
LOC_Os02g26940	3381
LOC_Os02g26950	591
LOC_Os02g26960	1282
LOC_Os02g26970	291
LOC_Os02g26984	2943
LOC_Os02g27000	3067
LOC_Os02g27010	1245
LOC_Os02g27020	504
LOC_Os02g27030	1635
LOC_Os02g27040	711
LOC_Os02g27050	1686
LOC_Os02g27060	1892
LOC_Os02g27070	3248
LOC_Os02g27080	288
LOC_Os02g27090	960
LOC_Os02g27100	852
LOC_Os02g27110	9895
LOC_Os02g27120	1431
LOC_Os02g27130	3521
LOC_Os02g27140	333
LOC_Os02g27150	552
LOC_Os02g27160	2151
LOC_Os02g27170	495
LOC_Os02g27180	549
LOC_Os02g27190	555
LOC_Os02g27200	1480
LOC_Os02g27210	645
LOC_Os02g27220	2573
LOC_Os02g27230	5661
LOC_Os02g27240	2475
LOC_Os02g27250	456
LOC_Os02g27260	222
LOC_Os02g27270	294
LOC_Os02g27280	1275
LOC_Os02g27290	468
LOC_Os02g27300	624
LOC_Os02g27310	2082
LOC_Os02g27320	3705
LOC_Os02g27330	339
LOC_Os02g27340	1781
LOC_Os02g27350	2244
LOC_Os02g27360	2015
LOC_Os02g27370	180
LOC_Os02g27380	4212
LOC_Os02g27389	138
LOC_Os02g27400	2895
LOC_Os02g27420	2430
LOC_Os02g27430	348
LOC_Os02g27440	4394
LOC_Os02g27450	849
LOC_Os02g27460	1539
LOC_Os02g27470	3050
LOC_Os02g27480	2854
LOC_Os02g27490	2342
LOC_Os02g27500	2031
LOC_Os02g27510	3117
LOC_Os02g27520	3936
LOC_Os02g27530	1512
LOC_Os02g27540	1800
LOC_Os02g27550	294
LOC_Os02g27560	417
LOC_Os02g27570	717
LOC_Os02g27580	231
LOC_Os02g27590	219
LOC_Os02g27592	1812
LOC_Os02g27594	2269
LOC_Os02g27600	345
LOC_Os02g27610	420
LOC_Os02g27620	2743
LOC_Os02g27630	2046
LOC_Os02g27640	2145
LOC_Os02g27650	2781
LOC_Os02g27660	285
LOC_Os02g27670	747
LOC_Os02g27674	1138
LOC_Os02g27680	624
LOC_Os02g27690	1641
LOC_Os02g27700	252
LOC_Os02g27710	1242
LOC_Os02g27720	3957
LOC_Os02g27730	393
LOC_Os02g27740	1353
LOC_Os02g27750	4566
LOC_Os02g27760	828
LOC_Os02g27769	710
LOC_Os02g27780	423
LOC_Os02g27790	3852
LOC_Os02g27800	651
LOC_Os02g27810	979
LOC_Os02g27820	1479
LOC_Os02g27830	1863
LOC_Os02g27840	921
LOC_Os02g27850	3617
LOC_Os02g27870	2739
LOC_Os02g27880	834
LOC_Os02g27890	468
LOC_Os02g27900	303
LOC_Os02g27910	600
LOC_Os02g27920	804
LOC_Os02g27930	1116
LOC_Os02g27940	519
LOC_Os02g27950	2607
LOC_Os02g27960	1090
LOC_Os02g27970	261
LOC_Os02g27980	189
LOC_Os02g27990	201
LOC_Os02g28000	318
LOC_Os02g28010	4554
LOC_Os02g28020	3108
LOC_Os02g28030	777
LOC_Os02g28040	3234
LOC_Os02g28050	549
LOC_Os02g28074	3382
LOC_Os02g28100	207
LOC_Os02g28110	1615
LOC_Os02g28120	195
LOC_Os02g28130	447
LOC_Os02g28140	237
LOC_Os02g28150	594
LOC_Os02g28160	642
LOC_Os02g28170	1914
LOC_Os02g28180	1479
LOC_Os02g28190	156
LOC_Os02g28200	1607
LOC_Os02g28210	288
LOC_Os02g28220	1819
LOC_Os02g28230	243
LOC_Os02g28240	1188
LOC_Os02g28250	2481
LOC_Os02g28260	1023
LOC_Os02g28270	333
LOC_Os02g28280	777
LOC_Os02g28290	312
LOC_Os02g28300	1425
LOC_Os02g28310	825
LOC_Os02g28320	1893
LOC_Os02g28330	4398
LOC_Os02g28334	786
LOC_Os02g28340	1695
LOC_Os02g28350	3096
LOC_Os02g28360	282
LOC_Os02g28370	1818
LOC_Os02g28380	2829
LOC_Os02g28389	138
LOC_Os02g28400	5577
LOC_Os02g28410	1383
LOC_Os02g28420	1290
LOC_Os02g28430	204
LOC_Os02g28440	1248
LOC_Os02g28450	222
LOC_Os02g28460	765
LOC_Os02g28465	2679
LOC_Os02g28470	1406
LOC_Os02g28480	444
LOC_Os02g28490	375
LOC_Os02g28500	1641
LOC_Os02g28510	1008
LOC_Os02g28520	2880
LOC_Os02g28530	549
LOC_Os02g28540	1125
LOC_Os02g28550	2589
LOC_Os02g28560	537
LOC_Os02g28570	561
LOC_Os02g28580	1456
LOC_Os02g28590	549
LOC_Os02g28600	1230
LOC_Os02g28610	531
LOC_Os02g28620	5550
LOC_Os02g28630	2955
LOC_Os02g28640	462
LOC_Os02g28650	2841
LOC_Os02g28660	1095
LOC_Os02g28670	243
LOC_Os02g28680	1269
LOC_Os02g28690	336
LOC_Os02g28700	171
LOC_Os02g28710	150
LOC_Os02g28720	1880
LOC_Os02g28730	570
LOC_Os02g28739	132
LOC_Os02g28750	285
LOC_Os02g28760	264
LOC_Os02g28770	1473
LOC_Os02g28780	3483
LOC_Os02g28790	579
LOC_Os02g28800	258
LOC_Os02g28810	1065
LOC_Os02g28820	1379
LOC_Os02g28830	2495
LOC_Os02g28840	453
LOC_Os02g28850	3517
LOC_Os02g28860	549
LOC_Os02g28870	2135
LOC_Os02g28880	225
LOC_Os02g28890	459
LOC_Os02g28900	1841
LOC_Os02g28910	486
LOC_Os02g28920	528
LOC_Os02g28930	441
LOC_Os02g28940	933
LOC_Os02g28950	1794
LOC_Os02g28960	1437
LOC_Os02g28970	2198
LOC_Os02g28980	2427
LOC_Os02g28990	579
LOC_Os02g29000	651
LOC_Os02g29010	1566
LOC_Os02g29020	672
LOC_Os02g29030	5010
LOC_Os02g29040	1712
LOC_Os02g29050	1695
LOC_Os02g29060	750
LOC_Os02g29070	837
LOC_Os02g29080	543
LOC_Os02g29090	1584
LOC_Os02g29100	552
LOC_Os02g29110	498
LOC_Os02g29120	342
LOC_Os02g29130	1457
LOC_Os02g29140	1779
LOC_Os02g29150	3070
LOC_Os02g29160	1955
LOC_Os02g29170	639
LOC_Os02g29180	519
LOC_Os02g29190	1395
LOC_Os02g29200	441
LOC_Os02g29210	2318
LOC_Os02g29220	798
LOC_Os02g29230	4911
LOC_Os02g29240	285
LOC_Os02g29250	705
LOC_Os02g29260	4125
LOC_Os02g29270	1089
LOC_Os02g29280	1635
LOC_Os02g29290	594
LOC_Os02g29300	2333
LOC_Os02g29310	423
LOC_Os02g29320	934
LOC_Os02g29330	2979
LOC_Os02g29340	1872
LOC_Os02g29350	321
LOC_Os02g29360	639
LOC_Os02g29370	1161
LOC_Os02g29380	3992
LOC_Os02g29390	303
LOC_Os02g29400	670
LOC_Os02g29410	2799
LOC_Os02g29420	828
LOC_Os02g29430	291
LOC_Os02g29440	315
LOC_Os02g29450	462
LOC_Os02g29464	4549
LOC_Os02g29480	2123
LOC_Os02g29490	258
LOC_Os02g29500	1233
LOC_Os02g29510	2133
LOC_Os02g29520	339
LOC_Os02g29522	520
LOC_Os02g29524	553
LOC_Os02g29530	2049
LOC_Os02g29540	402
LOC_Os02g29550	3599
LOC_Os02g29570	2124
LOC_Os02g29580	468
LOC_Os02g29590	1285
LOC_Os02g29600	1104
LOC_Os02g29610	498
LOC_Os02g29620	546
LOC_Os02g29630	3282
LOC_Os02g29640	1956
LOC_Os02g29650	471
LOC_Os02g29660	1764
LOC_Os02g29670	2253
LOC_Os02g29680	1935
LOC_Os02g29690	522
LOC_Os02g29700	429
LOC_Os02g29710	231
LOC_Os02g29720	1275
LOC_Os02g29730	3546
LOC_Os02g29740	1920
LOC_Os02g29750	687
LOC_Os02g29760	4224
LOC_Os02g29770	1938
LOC_Os02g29774	450
LOC_Os02g29780	2880
LOC_Os02g29790	915
LOC_Os02g29800	318
LOC_Os02g29810	972
LOC_Os02g29820	930
LOC_Os02g29830	1359
LOC_Os02g29840	831
LOC_Os02g29850	1137
LOC_Os02g29860	213
LOC_Os02g29870	2286
LOC_Os02g29880	969
LOC_Os02g29890	3063
LOC_Os02g29900	357
LOC_Os02g29910	240
LOC_Os02g29920	825
LOC_Os02g29930	1341
LOC_Os02g29940	642
LOC_Os02g29950	2310
LOC_Os02g29960	1851
LOC_Os02g29970	435
LOC_Os02g29980	823
LOC_Os02g29990	189
LOC_Os02g30000	1053
LOC_Os02g30010	402
LOC_Os02g30020	1968
LOC_Os02g30030	1584
LOC_Os02g30040	2751
LOC_Os02g30050	660
LOC_Os02g30060	1110
LOC_Os02g30070	288
LOC_Os02g30080	1578
LOC_Os02g30090	1530
LOC_Os02g30100	1925
LOC_Os02g30110	1833
LOC_Os02g30114	1521
LOC_Os02g30120	2718
LOC_Os02g30130	5964
LOC_Os02g30140	4381
LOC_Os02g30150	4323
LOC_Os02g30160	4635
LOC_Os02g30170	372
LOC_Os02g30180	2040
LOC_Os02g30190	738
LOC_Os02g30200	1164
LOC_Os02g30210	2214
LOC_Os02g30219	495
LOC_Os02g30230	5819
LOC_Os02g30240	1033
LOC_Os02g30250	294
LOC_Os02g30260	522
LOC_Os02g30270	1071
LOC_Os02g30280	1212
LOC_Os02g30290	4161
LOC_Os02g30300	1412
LOC_Os02g30310	2127
LOC_Os02g30320	1193
LOC_Os02g30330	834
LOC_Os02g30340	2526
LOC_Os02g30350	1092
LOC_Os02g30360	1716
LOC_Os02g30370	864
LOC_Os02g30380	1119
LOC_Os02g30390	2628
LOC_Os02g30400	2430
LOC_Os02g30410	1456
LOC_Os02g30420	1310
LOC_Os02g30430	762
LOC_Os02g30440	324
LOC_Os02g30450	753
LOC_Os02g30460	1144
LOC_Os02g30470	816
LOC_Os02g30480	2148
LOC_Os02g30490	819
LOC_Os02g30500	408
LOC_Os02g30510	2586
LOC_Os02g30520	2493
LOC_Os02g30530	3497
LOC_Os02g30540	3135
LOC_Os02g30550	213
LOC_Os02g30560	288
LOC_Os02g30570	1320
LOC_Os02g30580	4542
LOC_Os02g30590	504
LOC_Os02g30600	210
LOC_Os02g30610	1304
LOC_Os02g30620	3492
LOC_Os02g30624	1011
LOC_Os02g30630	2352
LOC_Os02g30640	1374
LOC_Os02g30650	1470
LOC_Os02g30660	225
LOC_Os02g30670	453
LOC_Os02g30680	2877
LOC_Os02g30690	978
LOC_Os02g30700	831
LOC_Os02g30714	1315
LOC_Os02g30730	3166
LOC_Os02g30740	2466
LOC_Os02g30750	990
LOC_Os02g30760	535
LOC_Os02g30770	1890
LOC_Os02g30780	816
LOC_Os02g30790	1498
LOC_Os02g30800	6861
LOC_Os02g30810	1451
LOC_Os02g30820	330
LOC_Os02g30830	252
LOC_Os02g30840	1775
LOC_Os02g30850	1065
LOC_Os02g30860	267
LOC_Os02g30870	246
LOC_Os02g30880	3891
LOC_Os02g30890	201
LOC_Os02g30900	2124
LOC_Os02g30910	1566
LOC_Os02g30920	183
LOC_Os02g30930	1215
LOC_Os02g30940	1461
LOC_Os02g30950	180
LOC_Os02g30955	762
LOC_Os02g30960	1887
LOC_Os02g30974	2576
LOC_Os02g30990	1704
LOC_Os02g31000	1224
LOC_Os02g31010	1221
LOC_Os02g31020	1161
LOC_Os02g31030	1657
LOC_Os02g31040	1494
LOC_Os02g31050	615
LOC_Os02g31060	240
LOC_Os02g31070	2163
LOC_Os02g31074	2837
LOC_Os02g31080	2640
LOC_Os02g31090	627
LOC_Os02g31100	859
LOC_Os02g31110	525
LOC_Os02g31120	972
LOC_Os02g31129	108
LOC_Os02g31140	1185
LOC_Os02g31150	2673
LOC_Os02g31160	1125
LOC_Os02g31170	2430
LOC_Os02g31180	5520
LOC_Os02g31190	3984
LOC_Os02g31200	243
LOC_Os02g31210	525
LOC_Os02g31220	4009
LOC_Os02g31230	2379
LOC_Os02g31240	369
LOC_Os02g31250	643
LOC_Os02g31259	132
LOC_Os02g31270	906
LOC_Os02g31280	768
LOC_Os02g31290	4242
LOC_Os02g31300	702
LOC_Os02g31310	498
LOC_Os02g31320	2985
LOC_Os02g31330	387
LOC_Os02g31830	1830
LOC_Os02g31840	1107
LOC_Os02g31845	715
LOC_Os02g31850	2268
LOC_Os02g31860	1806
LOC_Os02g31867	1592
LOC_Os02g31874	1905
LOC_Os02g31881	147
LOC_Os02g31890	1479
LOC_Os02g31899	141
LOC_Os02g31910	3073
LOC_Os02g31920	691
LOC_Os02g31922	642
LOC_Os02g31924	601
LOC_Os02g31926	1071
LOC_Os02g31930	288
LOC_Os02g31940	2795
LOC_Os02g31950	276
LOC_Os02g31960	2630
LOC_Os02g31970	2145
LOC_Os02g31980	300
LOC_Os02g31990	420
LOC_Os02g32000	234
LOC_Os02g32009	890
LOC_Os02g32020	676
LOC_Os02g32030	3259
LOC_Os02g32040	720
LOC_Os02g32050	609
LOC_Os02g32060	1471
LOC_Os02g32070	207
LOC_Os02g32080	835
LOC_Os02g32090	4548
LOC_Os02g32100	2235
LOC_Os02g32110	1773
LOC_Os02g32120	1283
LOC_Os02g32130	204
LOC_Os02g32140	1554
LOC_Os02g32150	180
LOC_Os02g32160	2629
LOC_Os02g32170	1962
LOC_Os02g32180	1479
LOC_Os02g32190	1353
LOC_Os02g32200	3026
LOC_Os02g32210	588
LOC_Os02g32220	732
LOC_Os02g32230	5045
LOC_Os02g32240	306
LOC_Os02g32250	6105
LOC_Os02g32270	534
LOC_Os02g32280	1380
LOC_Os02g32290	3662
LOC_Os02g32300	2523
LOC_Os02g32310	414
LOC_Os02g32320	1011
LOC_Os02g32330	558
LOC_Os02g32340	3704
LOC_Os02g32350	3637
LOC_Os02g32360	4659
LOC_Os02g32370	1786
LOC_Os02g32380	492
LOC_Os02g32390	858
LOC_Os02g32400	636
LOC_Os02g32410	540
LOC_Os02g32420	1568
LOC_Os02g32430	2923
LOC_Os02g32440	828
LOC_Os02g32450	763
LOC_Os02g32460	1743
LOC_Os02g32465	447
LOC_Os02g32469	1422
LOC_Os02g32480	633
LOC_Os02g32490	2985
LOC_Os02g32504	2197
LOC_Os02g32520	3334
LOC_Os02g32530	2391
LOC_Os02g32540	1654
LOC_Os02g32550	1825
LOC_Os02g32560	1125
LOC_Os02g32570	3001
LOC_Os02g32580	1101
LOC_Os02g32590	2166
LOC_Os02g32600	1386
LOC_Os02g32610	4337
LOC_Os02g32615	1151
LOC_Os02g32620	1710
LOC_Os02g32630	450
LOC_Os02g32640	559
LOC_Os02g32650	2084
LOC_Os02g32660	3265
LOC_Os02g32670	4800
LOC_Os02g32680	714
LOC_Os02g32690	4755
LOC_Os02g32700	264
LOC_Os02g32710	513
LOC_Os02g32720	300
LOC_Os02g32730	2252
LOC_Os02g32740	1187
LOC_Os02g32750	2381
LOC_Os02g32760	719
LOC_Os02g32770	1697
LOC_Os02g32780	3048
LOC_Os02g32790	249
LOC_Os02g32814	1179
LOC_Os02g32840	763
LOC_Os02g32850	276
LOC_Os02g32860	2918
LOC_Os02g32870	1917
LOC_Os02g32880	6558
LOC_Os02g32890	1587
LOC_Os02g32900	1170
LOC_Os02g32910	1316
LOC_Os02g32920	471
LOC_Os02g32930	1955
LOC_Os02g32940	870
LOC_Os02g32950	694
LOC_Os02g32960	633
LOC_Os02g32970	1552
LOC_Os02g32980	1127
LOC_Os02g32990	1039
LOC_Os02g33000	2215
LOC_Os02g33010	2443
LOC_Os02g33020	1048
LOC_Os02g33030	1037
LOC_Os02g33040	345
LOC_Os02g33050	546
LOC_Os02g33060	1091
LOC_Os02g33070	806
LOC_Os02g33080	1583
LOC_Os02g33090	616
LOC_Os02g33100	342
LOC_Os02g33110	2507
LOC_Os02g33120	468
LOC_Os02g33130	674
LOC_Os02g33140	980
LOC_Os02g33149	1351
LOC_Os02g33160	636
LOC_Os02g33170	830
LOC_Os02g33180	1128
LOC_Os02g33190	1710
LOC_Os02g33200	1488
LOC_Os02g33210	1812
LOC_Os02g33220	450
LOC_Os02g33230	1956
LOC_Os02g33240	1206
LOC_Os02g33250	411
LOC_Os02g33260	1794
LOC_Os02g33270	1398
LOC_Os02g33280	3936
LOC_Os02g33290	1683
LOC_Os02g33300	315
LOC_Os02g33310	1281
LOC_Os02g33320	3246
LOC_Os02g33330	813
LOC_Os02g33335	1078
LOC_Os02g33340	3102
LOC_Os02g33350	666
LOC_Os02g33360	5040
LOC_Os02g33370	1569
LOC_Os02g33380	859
LOC_Os02g33390	552
LOC_Os02g33400	2246
LOC_Os02g33410	327
LOC_Os02g33420	2836
LOC_Os02g33430	2595
LOC_Os02g33440	378
LOC_Os02g33450	1710
LOC_Os02g33460	2867
LOC_Os02g33470	1305
LOC_Os02g33480	1344
LOC_Os02g33490	3299
LOC_Os02g33500	2335
LOC_Os02g33510	342
LOC_Os02g33520	1191
LOC_Os02g33530	2085
LOC_Os02g33540	1857
LOC_Os02g33550	1108
LOC_Os02g33560	1649
LOC_Os02g33570	480
LOC_Os02g33580	2787
LOC_Os02g33590	1684
LOC_Os02g33600	828
LOC_Os02g33610	3250
LOC_Os02g33620	3042
LOC_Os02g33630	2019
LOC_Os02g33640	1870
LOC_Os02g33650	270
LOC_Os02g33660	651
LOC_Os02g33670	1442
LOC_Os02g33680	1518
LOC_Os02g33690	375
LOC_Os02g33700	477
LOC_Os02g33705	1609
LOC_Os02g33710	1788
LOC_Os02g33720	609
LOC_Os02g33730	513
LOC_Os02g33740	636
LOC_Os02g33750	3269
LOC_Os02g33760	510
LOC_Os02g33770	2001
LOC_Os02g33780	1573
LOC_Os02g33790	819
LOC_Os02g33800	345
LOC_Os02g33810	534
LOC_Os02g33820	862
LOC_Os02g33830	1068
LOC_Os02g33840	2297
LOC_Os02g33850	3018
LOC_Os02g33860	1471
LOC_Os02g33870	801
LOC_Os02g33880	2484
LOC_Os02g33890	2508
LOC_Os02g33900	801
LOC_Os02g33910	4959
LOC_Os02g33920	663
LOC_Os02g33930	1716
LOC_Os02g33944	1958
LOC_Os02g33960	684
LOC_Os02g33970	1467
LOC_Os02g33980	396
LOC_Os02g33990	3246
LOC_Os02g34000	3162
LOC_Os02g34010	2262
LOC_Os02g34020	1731
LOC_Os02g34030	4035
LOC_Os02g34040	3540
LOC_Os02g34049	144
LOC_Os02g34060	462
LOC_Os02g34070	444
LOC_Os02g34080	4871
LOC_Os02g34090	228
LOC_Os02g34100	207
LOC_Os02g34120	1320
LOC_Os02g34130	2796
LOC_Os02g34140	366
LOC_Os02g34150	255
LOC_Os02g34160	4638
LOC_Os02g34170	3132
LOC_Os02g34180	6087
LOC_Os02g34190	462
LOC_Os02g34200	2877
LOC_Os02g34210	987
LOC_Os02g34220	330
LOC_Os02g34240	435
LOC_Os02g34250	790
LOC_Os02g34260	654
LOC_Os02g34270	904
LOC_Os02g34280	264
LOC_Os02g34290	345
LOC_Os02g34300	5145
LOC_Os02g34310	612
LOC_Os02g34320	933
LOC_Os02g34330	1323
LOC_Os02g34340	1596
LOC_Os02g34350	2133
LOC_Os02g34360	741
LOC_Os02g34370	1112
LOC_Os02g34380	1488
LOC_Os02g34390	918
LOC_Os02g34400	390
LOC_Os02g34410	1417
LOC_Os02g34419	117
LOC_Os02g34430	2482
LOC_Os02g34440	1227
LOC_Os02g34450	4257
LOC_Os02g34460	1039
LOC_Os02g34470	2557
LOC_Os02g34490	3225
LOC_Os02g34500	3253
LOC_Os02g34510	985
LOC_Os02g34520	1023
LOC_Os02g34530	1278
LOC_Os02g34540	1442
LOC_Os02g34550	4380
LOC_Os02g34560	3080
LOC_Os02g34570	1726
LOC_Os02g34580	1884
LOC_Os02g34590	2677
LOC_Os02g34600	1816
LOC_Os02g34610	513
LOC_Os02g34620	342
LOC_Os02g34630	2857
LOC_Os02g34640	840
LOC_Os02g34650	1820
LOC_Os02g34660	2790
LOC_Os02g34670	1329
LOC_Os02g34680	1623
LOC_Os02g34690	2315
LOC_Os02g34700	1761
LOC_Os02g34710	1354
LOC_Os02g34719	126
LOC_Os02g34730	661
LOC_Os02g34740	1188
LOC_Os02g34750	5197
LOC_Os02g34760	1592
LOC_Os02g34770	1083
LOC_Os02g34780	207
LOC_Os02g34790	2860
LOC_Os02g34800	810
LOC_Os02g34810	1825
LOC_Os02g34820	237
LOC_Os02g34830	1428
LOC_Os02g34840	733
LOC_Os02g34850	2663
LOC_Os02g34860	1757
LOC_Os02g34870	1041
LOC_Os02g34884	2427
LOC_Os02g34900	2649
LOC_Os02g34910	417
LOC_Os02g34920	465
LOC_Os02g34930	1067
LOC_Os02g34940	1944
LOC_Os02g34950	1446
LOC_Os02g34960	2503
LOC_Os02g34970	1121
LOC_Os02g34980	255
LOC_Os02g34990	2868
LOC_Os02g35000	1869
LOC_Os02g35010	2636
LOC_Os02g35020	2307
LOC_Os02g35039	1407
LOC_Os02g35060	1867
LOC_Os02g35070	2139
LOC_Os02g35080	5668
LOC_Os02g35090	1852
LOC_Os02g35100	2630
LOC_Os02g35110	1281
LOC_Os02g35120	795
LOC_Os02g35130	1628
LOC_Os02g35140	3399
LOC_Os02g35144	1888
LOC_Os02g35150	2842
LOC_Os02g35160	3078
LOC_Os02g35170	2118
LOC_Os02g35180	1695
LOC_Os02g35190	3034
LOC_Os02g35200	652
LOC_Os02g35210	2844
LOC_Os02g35220	2065
LOC_Os02g35230	2360
LOC_Os02g35240	513
LOC_Os02g35250	501
LOC_Os02g35260	480
LOC_Os02g35270	1569
LOC_Os02g35280	1578
LOC_Os02g35290	4305
LOC_Os02g35300	2979
LOC_Os02g35310	1348
LOC_Os02g35315	694
LOC_Os02g35320	1409
LOC_Os02g35329	1198
LOC_Os02g35338	762
LOC_Os02g35347	945
LOC_Os02g35356	762
LOC_Os02g35365	945
LOC_Os02g35374	762
LOC_Os02g35383	945
LOC_Os02g35392	762
LOC_Os02g35401	945
LOC_Os02g35420	762
LOC_Os02g35429	945
LOC_Os02g35440	585
LOC_Os02g35450	873
LOC_Os02g35460	525
LOC_Os02g35470	2499
LOC_Os02g35480	2682
LOC_Os02g35490	3533
LOC_Os02g35500	1264
LOC_Os02g35510	162
LOC_Os02g35520	1539
LOC_Os02g35530	1176
LOC_Os02g35540	1258
LOC_Os02g35550	360
LOC_Os02g35560	3445
LOC_Os02g35570	906
LOC_Os02g35580	693
LOC_Os02g35590	1363
LOC_Os02g35600	1238
LOC_Os02g35610	201
LOC_Os02g35620	2445
LOC_Os02g35630	2437
LOC_Os02g35640	1013
LOC_Os02g35650	681
LOC_Os02g35660	2071
LOC_Os02g35670	252
LOC_Os02g35680	327
LOC_Os02g35690	1750
LOC_Os02g35700	1614
LOC_Os02g35710	369
LOC_Os02g35720	953
LOC_Os02g35730	712
LOC_Os02g35740	693
LOC_Os02g35750	3302
LOC_Os02g35760	1896
LOC_Os02g35770	1373
LOC_Os02g35780	1788
LOC_Os02g35790	267
LOC_Os02g35800	2304
LOC_Os02g35810	522
LOC_Os02g35820	4812
LOC_Os02g35830	1824
LOC_Os02g35840	1820
LOC_Os02g35849	111
LOC_Os02g35860	3108
LOC_Os02g35870	2518
LOC_Os02g35880	835
LOC_Os02g35890	762
LOC_Os02g35900	1134
LOC_Os02g35910	2286
LOC_Os02g35920	432
LOC_Os02g35930	201
LOC_Os02g35940	1308
LOC_Os02g35950	1413
LOC_Os02g35960	369
LOC_Os02g35970	2891
LOC_Os02g35980	465
LOC_Os02g36000	552
LOC_Os02g36010	2964
LOC_Os02g36020	4830
LOC_Os02g36030	1716
LOC_Os02g36040	612
LOC_Os02g36050	2070
LOC_Os02g36060	3207
LOC_Os02g36070	1809
LOC_Os02g36080	747
LOC_Os02g36090	1218
LOC_Os02g36100	4305
LOC_Os02g36110	1727
LOC_Os02g36120	222
LOC_Os02g36130	660
LOC_Os02g36140	3364
LOC_Os02g36150	1766
LOC_Os02g36160	453
LOC_Os02g36170	1146
LOC_Os02g36180	453
LOC_Os02g36190	1890
LOC_Os02g36200	456
LOC_Os02g36210	3037
LOC_Os02g36220	2975
LOC_Os02g36230	1968
LOC_Os02g36239	90
LOC_Os02g36250	297
LOC_Os02g36264	2937
LOC_Os02g36280	1997
LOC_Os02g36285	561
LOC_Os02g36290	357
LOC_Os02g36300	1312
LOC_Os02g36310	507
LOC_Os02g36320	1047
LOC_Os02g36330	1353
LOC_Os02g36340	2468
LOC_Os02g36350	1784
LOC_Os02g36360	1848
LOC_Os02g36370	531
LOC_Os02g36380	2905
LOC_Os02g36390	3875
LOC_Os02g36400	1771
LOC_Os02g36414	2308
LOC_Os02g36430	249
LOC_Os02g36440	1912
LOC_Os02g36450	1866
LOC_Os02g36460	300
LOC_Os02g36470	5271
LOC_Os02g36480	1467
LOC_Os02g36490	1848
LOC_Os02g36500	1371
LOC_Os02g36505	658
LOC_Os02g36510	1684
LOC_Os02g36520	2797
LOC_Os02g36530	267
LOC_Os02g36540	666
LOC_Os02g36550	1543
LOC_Os02g36560	468
LOC_Os02g36570	2858
LOC_Os02g36580	237
LOC_Os02g36590	2969
LOC_Os02g36595	1968
LOC_Os02g36600	1421
LOC_Os02g36619	2602
LOC_Os02g36640	4173
LOC_Os02g36650	1974
LOC_Os02g36660	297
LOC_Os02g36670	342
LOC_Os02g36680	897
LOC_Os02g36690	315
LOC_Os02g36700	2044
LOC_Os02g36710	1479
LOC_Os02g36720	840
LOC_Os02g36730	333
LOC_Os02g36740	1865
LOC_Os02g36749	816
LOC_Os02g36760	246
LOC_Os02g36770	1953
LOC_Os02g36780	849
LOC_Os02g36790	2892
LOC_Os02g36800	4068
LOC_Os02g36810	1527
LOC_Os02g36820	510
LOC_Os02g36830	1724
LOC_Os02g36840	2218
LOC_Os02g36845	606
LOC_Os02g36850	926
LOC_Os02g36860	390
LOC_Os02g36870	1011
LOC_Os02g36880	1583
LOC_Os02g36890	1297
LOC_Os02g36900	270
LOC_Os02g36910	534
LOC_Os02g36924	1085
LOC_Os02g36940	1134
LOC_Os02g36950	1044
LOC_Os02g36960	2169
LOC_Os02g36974	3156
LOC_Os02g36990	1116
LOC_Os02g37000	1123
LOC_Os02g37010	1652
LOC_Os02g37020	2334
LOC_Os02g37030	1558
LOC_Os02g37040	2228
LOC_Os02g37050	3179
LOC_Os02g37060	767
LOC_Os02g37070	760
LOC_Os02g37080	1607
LOC_Os02g37090	1642
LOC_Os02g37094	841
LOC_Os02g37100	657
LOC_Os02g37109	1170
LOC_Os02g37120	2293
LOC_Os02g37130	2337
LOC_Os02g37140	3511
LOC_Os02g37150	1283
LOC_Os02g37160	1238
LOC_Os02g37170	435
LOC_Os02g37180	989
LOC_Os02g37190	778
LOC_Os02g37200	333
LOC_Os02g37210	231
LOC_Os02g37220	3411
LOC_Os02g37230	2007
LOC_Os02g37250	210
LOC_Os02g37254	751
LOC_Os02g37260	222
LOC_Os02g37270	894
LOC_Os02g37280	360
